asset_id,clip_path,source_type,source_site_id,source_recording_id,start_s,end_s,duration_s,recording_group_id,near_duplicate_group_id,selection_rank_in_group,sample_rate,channels,primary_weather,has_rain,has_wind,has_thunder,rain_intensity,wind_intensity,thunder_intensity,mixed_weather,layer_d_role,layer_d_use,analysis_use,analysis_label_quality,human_audit_status,human_weather_label,human_notes,clap_rain_score,clap_wind_score,clap_thunder_score,clap_top_label,contamination_label,contamination_score,env_bucket,env_rain_mm,env_daily_rain_mm,env_wind_speed_ms,env_wind_max_ms,audio_rms_dbfs,audio_peak_dbfs,audio_clipping_ratio,quality_flags,run_id,provenance_json
lib_thunder_004,acoustic_ai/data/weather/thunder/storm_thunder_buildup.wav,sound_library,,freesound_511348,,,,sound_library:freesound_511348,lib_thunder_004,1,,,storm,true,true,true,medium,medium,heavy,true,storm_bed,primary,calibration,high,library_seed,storm,expanded_dataset seed asset,,,,,,,,,,,,,,,library_seed,library_expanded_seed,{}
lib_thunder_005,acoustic_ai/data/weather/thunder/rain_thunderstorm_blend.wav,sound_library,,freesound_732992,,,,sound_library:freesound_732992,lib_thunder_005,1,,,storm,true,true,true,heavy,medium,heavy,true,storm_bed,primary,calibration,high,library_seed,storm,expanded_dataset seed asset,,,,,,,,,,,,,,,library_seed,library_expanded_seed,{}
lib_rain_007,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/rain/mixkit_heavy_rain_ambience.wav,sound_library,,mixkit,0,129.987,129.987,sound_library:mixkit:heavy_rain_ambience,lib_rain_007,1,44100,2,rain,true,false,false,heavy,none,none,false,rain_primary,primary,fallback_pure_weather,candidate,downloaded_pending_review,rain,downloaded from Mixkit after user approved Mixkit rain/thunder candidates,,,,,,,,,,,,,,,pending_listen_review,library_expansion_20260601_heavy_rain_thunder,"{""provider"":""Mixkit"",""title"":""Heavy rain ambience"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/1262/1262.wav"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_rain_008,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/rain/mixkit_heavy_rain_over_metal_roof.wav,sound_library,,mixkit,0,113.064,113.064,sound_library:mixkit:heavy_rain_over_metal_roof,lib_rain_008,1,44100,2,rain,true,false,false,heavy,none,none,false,rain_primary,primary,fallback_pure_weather,candidate,downloaded_pending_review,rain,downloaded from Mixkit; metal roof surface may be stylized,,,,,,,,,,,,,,,pending_listen_review;surface_metal_roof,library_expansion_20260601_heavy_rain_thunder,"{""provider"":""Mixkit"",""title"":""Heavy rain over metal roof"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/1265/1265.wav"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_rain_009,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/rain/mixkit_heavy_rain_drops.wav,sound_library,,mixkit,0,12.174,12.174,sound_library:mixkit:heavy_rain_drops,lib_rain_009,1,44100,2,rain,true,false,false,heavy,none,none,false,rain_primary,backup,fallback_pure_weather,candidate,downloaded_pending_review,rain,downloaded from Mixkit; short clip,,,,,,,,,,,,,,,pending_listen_review;short_clip,library_expansion_20260601_heavy_rain_thunder,"{""provider"":""Mixkit"",""title"":""Heavy rain drops"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/2399/2399.wav"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_rain_010,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/rain/soundfishing_heavy_rain_04.wav,sound_library,,soundfishing,0,358.896,358.896,sound_library:soundfishing:heavy_rain_04,lib_rain_010,1,22050,1,rain,true,false,false,heavy,none,none,false,rain_primary,primary,fallback_pure_weather,candidate,downloaded_pending_review,rain,downloaded from SoundFishing free rain page after user approved SoundFishing candidates,,,,,,,,,,,,,,,pending_listen_review;converted_to_22050_mono,library_expansion_20260601_heavy_rain_thunder,"{""provider"":""SoundFishing"",""title"":""heavy rain 04"",""page_url"":""https://www.soundfishing.eu/sound-effect/rain"",""download_url"":""https://www.soundfishing.eu/download.php?id=3017"",""license_note"":""SoundFishing free download; verify license before release""}"
lib_rain_011,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/rain/soundfishing_heavy_rain_07.wav,sound_library,,soundfishing,0,108.095,108.095,sound_library:soundfishing:heavy_rain_07,lib_rain_011,1,22050,1,rain,true,false,false,heavy,none,none,false,rain_primary,primary,fallback_pure_weather,candidate,downloaded_pending_review,rain,downloaded from SoundFishing free rain page after user approved SoundFishing candidates,,,,,,,,,,,,,,,pending_listen_review;converted_to_22050_mono,library_expansion_20260601_heavy_rain_thunder,"{""provider"":""SoundFishing"",""title"":""heavy rain 07"",""page_url"":""https://www.soundfishing.eu/sound-effect/rain"",""download_url"":""https://www.soundfishing.eu/download.php?id=5040"",""license_note"":""SoundFishing free download; verify license before release""}"
lib_rain_012,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/rain/soundfishing_rain_heavy_01.wav,sound_library,,soundfishing,0,27.820,27.820,sound_library:soundfishing:rain_heavy_01,lib_rain_012,1,22050,1,rain,true,false,false,heavy,none,none,false,rain_primary,backup,fallback_pure_weather,candidate,downloaded_pending_review,rain,downloaded from SoundFishing free rain page; short clip,,,,,,,,,,,,,,,pending_listen_review;converted_to_22050_mono;short_clip,library_expansion_20260601_heavy_rain_thunder,"{""provider"":""SoundFishing"",""title"":""rain heavy 01"",""page_url"":""https://www.soundfishing.eu/sound-effect/rain"",""download_url"":""https://www.soundfishing.eu/download.php?id=2572"",""license_note"":""SoundFishing free download; verify license before release""}"
lib_thunder_006,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_rain_and_thunder_storm.wav,sound_library,,mixkit,0,29.000,29.000,sound_library:mixkit:rain_and_thunder_storm,lib_thunder_006,1,44100,2,storm,true,false,true,medium,none,heavy,true,storm_thunder_hit,primary,fallback_pure_weather,candidate,downloaded_pending_review,storm,downloaded from Mixkit after user approved Mixkit rain/thunder candidates,,,,,,,,,,,,,,,pending_listen_review,library_expansion_20260601_heavy_rain_thunder,"{""provider"":""Mixkit"",""title"":""Rain and thunder storm"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/2390/2390.wav"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_thunder_007,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_thunder_rumble_during_storm.wav,sound_library,,mixkit,0,51.750,51.750,sound_library:mixkit:thunder_rumble_during_storm,lib_thunder_007,1,44100,2,thunder,false,false,true,none,none,heavy,false,thunder_primary,primary,fallback_pure_weather,candidate,downloaded_pending_review,thunder,downloaded from Mixkit; useful for pure thunder fallback,,,,,,,,,,,,,,,pending_listen_review,library_expansion_20260601_heavy_rain_thunder,"{""provider"":""Mixkit"",""title"":""Thunder rumble during a storm"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/2395/2395.wav"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_thunder_008,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_thunderstorm_and_clear_rain.wav,sound_library,,mixkit,0,44.222,44.222,sound_library:mixkit:thunderstorm_and_clear_rain,lib_thunder_008,1,44100,2,storm,true,false,true,medium,none,medium,true,storm_bed,primary,fallback_pure_weather,candidate,downloaded_pending_review,storm,downloaded from Mixkit; clear rain plus thunder,,,,,,,,,,,,,,,pending_listen_review,library_expansion_20260601_heavy_rain_thunder,"{""provider"":""Mixkit"",""title"":""Thunderstorm and clear rain"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/2397/2397.wav"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_thunder_009,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_thunderstorm_in_forest.wav,sound_library,,mixkit,0,32.000,32.000,sound_library:mixkit:thunderstorm_in_forest,lib_thunder_009,1,44100,2,storm,true,false,true,medium,none,heavy,true,storm_bed,backup,fallback_pure_weather,candidate,downloaded_pending_review,storm,downloaded from Mixkit; forest context may need listen review,,,,,,,,,,,,,,,pending_listen_review;possible_bio_context,library_expansion_20260601_heavy_rain_thunder,"{""provider"":""Mixkit"",""title"":""Thunderstorm in the forest"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/2396/2396.wav"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_thunder_010,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_heavy_rain_and_thunder_ambience.wav,sound_library,,mixkit,0,15.490,15.490,sound_library:mixkit:heavy_rain_and_thunder_ambience,lib_thunder_010,1,44100,2,storm,true,false,true,heavy,none,heavy,true,storm_bed,primary,fallback_pure_weather,candidate,downloaded_pending_review,storm,downloaded from Mixkit; heavy rain plus thunder ambience,,,,,,,,,,,,,,,pending_listen_review,library_expansion_20260601_heavy_rain_thunder,"{""provider"":""Mixkit"",""title"":""Heavy rain and thunder ambience"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/1259/1259.wav"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_rain_013,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/rain/mixkit_light_rain_loop_a.wav,sound_library,,mixkit,0,15.000,15.000,sound_library:mixkit:2393,mixkit:2393,1,44100,2,rain,true,false,false,medium,none,none,false,rain_primary,primary,fallback_pure_weather,high,approved_from_audit002,rain,user yes audit002 as rain / medium,,,,,,,,,,,,,,,human_approved,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Light rain loop"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/2393/2393.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":1,""human_accept"":""yes"",""human_weather_label"":""rain"",""human_intensity"":""medium"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_rain_014,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/rain/mixkit_light_rain_loop_b.wav,sound_library,,mixkit,0,39.375,39.375,sound_library:mixkit:1253,mixkit:1253,1,44100,2,rain,true,false,false,heavy,none,none,false,rain_primary,primary,fallback_pure_weather,high,approved_from_audit002,rain,user yes audit002 as rain / heavy,,,,,,,,,,,,,,,human_approved,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Light rain loop"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/1253/1253.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":2,""human_accept"":""yes"",""human_weather_label"":""rain"",""human_intensity"":""heavy"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_rain_015,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/rain/mixkit_rain_long_loop.wav,sound_library,,mixkit,0,57.074,57.074,sound_library:mixkit:2394,mixkit:2394,1,44100,2,rain,true,false,false,heavy,none,none,false,rain_primary,backup,fallback_pure_weather,medium,maybe_from_audit002,rain,user maybe audit002 as rain / heavy,,,,,,,,,,,,,,,human_maybe_review,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Rain long loop"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/2394/2394.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":3,""human_accept"":""maybe"",""human_weather_label"":""rain"",""human_intensity"":""heavy"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_rain_016,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/rain/mixkit_forest_rain_loop.wav,sound_library,,mixkit,0,24.747,24.747,sound_library:mixkit:1225,mixkit:1225,1,44100,2,rain+wind,true,true,false,heavy,heavy,none,true,rain_wind_mixed,primary,fallback_pure_weather,high,approved_from_audit002,rain+wind,user yes audit002 as rain+wind / heavy,,,,,,,,,,,,,,,human_approved,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Forest rain loop"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/1225/1225.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":4,""human_accept"":""yes"",""human_weather_label"":""rain+wind"",""human_intensity"":""heavy"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_thunder_011,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_calm_thunderstorm_jungle.wav,sound_library,,mixkit,0,49.000,49.000,sound_library:mixkit:2415,mixkit:2415,1,44100,2,storm,true,false,true,medium,none,medium,true,storm_bed,primary,fallback_pure_weather,high,approved_from_audit002,rain+thunder,user yes audit002 as rain+thunder / medium,,,,,,,,,,,,,,,human_approved,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Calm thunderstorm in the jungle"",""page_url"":""https://mixkit.co/free-sound-effects/thunder/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/2415/2415.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":7,""human_accept"":""yes"",""human_weather_label"":""rain+thunder"",""human_intensity"":""medium"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_thunder_012,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_thunder_with_rain_in_storm.wav,sound_library,,mixkit,0,20.282,20.282,sound_library:mixkit:1294,mixkit:1294,1,44100,2,storm,true,false,true,heavy,none,heavy,true,storm_bed,primary,fallback_pure_weather,high,approved_from_audit002,rain+thunder,user yes audit002 as rain+thunder / heavy,,,,,,,,,,,,,,,human_approved,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Thunder with rain in the storm"",""page_url"":""https://mixkit.co/free-sound-effects/thunder/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/1294/1294.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":8,""human_accept"":""yes"",""human_weather_label"":""rain+thunder"",""human_intensity"":""heavy"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_thunder_013,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_thunderstorm_and_rain_loop.wav,sound_library,,mixkit,0,52.750,52.750,sound_library:mixkit:2402,mixkit:2402,1,44100,2,storm,true,false,true,medium,none,medium,true,storm_bed,primary,fallback_pure_weather,high,approved_from_audit002,rain+thunder,user yes audit002 as rain+thunder / medium,,,,,,,,,,,,,,,human_approved,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Thunderstorm and rain loop"",""page_url"":""https://mixkit.co/free-sound-effects/thunder/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/2402/2402.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":9,""human_accept"":""yes"",""human_weather_label"":""rain+thunder"",""human_intensity"":""medium"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_thunder_014,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_heavy_rain_and_thunder_background.wav,sound_library,,mixkit,0,22.267,22.267,sound_library:mixkit:2406,mixkit:2406,1,44100,2,storm,true,false,true,heavy,none,heavy,true,storm_bed,primary,fallback_pure_weather,high,approved_from_audit002,rain+thunder,user yes audit002 as rain+thunder / heavy,,,,,,,,,,,,,,,human_approved,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Heavy rain and thunder in background"",""page_url"":""https://mixkit.co/free-sound-effects/thunder/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/2406/2406.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":10,""human_accept"":""yes"",""human_weather_label"":""rain+thunder"",""human_intensity"":""heavy"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_thunder_015,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_thunder_rumble_and_light_rain.wav,sound_library,,mixkit,0,25.750,25.750,sound_library:mixkit:2401,mixkit:2401,1,44100,2,storm,true,false,true,medium,none,medium,true,storm_bed,primary,fallback_pure_weather,high,approved_from_audit002,rain+thunder,user yes audit002 as rain+thunder / medium,,,,,,,,,,,,,,,human_approved,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Thunder rumble and light rain"",""page_url"":""https://mixkit.co/free-sound-effects/thunder/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/2401/2401.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":11,""human_accept"":""yes"",""human_weather_label"":""rain+thunder"",""human_intensity"":""medium"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_thunder_016,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_big_thunder_rumble.wav,sound_library,,mixkit,0,22.739,22.739,sound_library:mixkit:1297,mixkit:thunder_rumble_family_1296_1297,1,44100,2,thunder,false,false,true,none,none,heavy,false,thunder_primary,primary,fallback_pure_weather,high,approved_from_audit002,thunder,user yes audit002 as thunder / heavy,,,,,,,,,,,,,,,human_approved,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Big thunder rumble"",""page_url"":""https://mixkit.co/free-sound-effects/thunder/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/1297/1297.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":12,""human_accept"":""yes"",""human_weather_label"":""thunder"",""human_intensity"":""heavy"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_thunder_017,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_thunderstorm_ambience.wav,sound_library,,mixkit,0,25.500,25.500,sound_library:mixkit:1289,mixkit:1289,1,44100,2,storm,true,false,true,medium,none,medium,true,storm_bed,primary,fallback_pure_weather,high,approved_from_audit002,rain+thunder,user yes audit002 as rain+thunder / medium,,,,,,,,,,,,,,,human_approved,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Thunderstorm ambience"",""page_url"":""https://mixkit.co/free-sound-effects/thunder/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/1289/1289.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":14,""human_accept"":""yes"",""human_weather_label"":""rain+thunder"",""human_intensity"":""medium"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_rain_017,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/rain/mixkit_heavy_rain_plain.wav,sound_library,,mixkit,0,7.500,7.500,sound_library:mixkit:2403,mixkit:2403,1,44100,2,rain,true,false,false,light,none,none,false,rain_primary,backup,fallback_pure_weather,medium,maybe_from_audit002,rain,有点水声,,,,,,,,,,,,,,,human_maybe_review,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Heavy rain"",""page_url"":""https://mixkit.co/free-sound-effects/rain/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/2403/2403.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":5,""human_accept"":""maybe"",""human_weather_label"":""rain"",""human_intensity"":""light"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
lib_thunder_018,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/thunder/mixkit_thunder_deep_rumble.wav,sound_library,,mixkit,0,18.171,18.171,sound_library:mixkit:1296,mixkit:thunder_rumble_family_1296_1297,2,44100,2,thunder,false,false,true,none,none,heavy,false,thunder_primary,backup,fallback_pure_weather,medium,maybe_from_audit002,thunder,和上一段好像啊 是不是一个recording 切了两段,,,,,,,,,,,,,,,human_maybe_review;near_duplicate_with_lib_thunder_016,library_expansion_20260601_audit002_selected,"{""provider"":""Mixkit"",""title"":""Thunder deep rumble"",""page_url"":""https://mixkit.co/free-sound-effects/thunder/"",""download_url"":""https://assets.mixkit.co/active_storage/sfx/1296/1296.wav"",""audit_page"":""debug/library_weather_fallback_audit_002/listen.html"",""audit_item"":13,""human_accept"":""maybe"",""human_weather_label"":""thunder"",""human_intensity"":""heavy"",""human_reject_reason"":""-"",""license_note"":""Mixkit free sound effect; verify license before release""}"
